cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,postal_code,state_code
20445705,22336.5,48,5,6,M,2,73179,OK
13634860,39942.0,42,2,6,F,4,96802,HI
14989700,6814.5,77,7,2,F,4,92517,CA
24529536,85802.4,56,3,2,F,1,90172,CA
20448885,11002.5,33,9,3,M,2,90166,CA
29994492,26472.6,90,10,0,M,2,74146,OK
25906215,3774.0,53,10,0,F,1,98111,WA
13632860,8423.0,39,5,1,F,2,45219,OH
27257160,120484.0,41,3,4,F,2,90105,CA
17714346,8981.7,50,5,4,F,3,14686,NY
16358160,0.0,18,10,3,M,1,60637,IL
25895651,15826.0,63,10,1,M,4,78707,TX
27249940,0.0,14,8,0,M,1,77058,TX
24529248,36644.4,44,2,2,F,1,20353,DC
28623357,0.0,17,2,1,M,1,90095,CA
27253080,0.0,13,7,0,F,1,78473,TX
14991185,10008.9,30,9,2,M,1,35236,AL
28627536,2780.6,19,4,1,F,1,10229,NY
25901807,7465.3,63,10,1,F,4,60666,IL
21806352,0.0,17,5,1,M,1,10126,NY
31343986,68031.7,43,3,0,M,1,94256,CA
23163945,19946.0,74,10,0,M,2,60666,IL
28627515,12121.8,58,8,2,M,4,10229,NY
25890122,1331.5,45,2,1,F,4,92705,CA
17714567,0.0,10,9,2,M,1,48208,MI
19088188,201819.8,59,6,1,M,2,77034,TX
31359442,18676.0,65,5,0,F,4,10194,NY
24527124,151416.0,59,7,2,M,2,85206,AZ
19081580,42386.4,46,2,1,F,1,90087,CA
24526512,23193.0,63,1,2,F,2,60666,IL
17720092,45228.3,48,5,4,F,2,74186,OK
19086270,33223.4,23,2,1,M,2,85028,AZ
21803536,20220.2,18,6,1,F,1,90191,CA
27250140,0.0,17,4,0,F,1,94164,CA
29977398,4243.8,84,13,0,F,2,96846,HI
17721886,7092.8,59,6,2,M,4,94127,CA
21812304,115198.2,53,6,2,M,2,77105,TX
13630570,6493.0,75,5,1,F,2,14667,NY
27265800,0.0,15,2,0,F,1,93769,CA
28620375,1823.0,69,9,1,F,2,35233,AL
25890160,707.9,76,3,0,F,2,85724,AZ
19075420,54950.0,58,8,1,F,1,10259,NY
21814016,62095.8,75,8,1,M,2,53244,WI
21803616,36766.6,18,6,1,M,1,63152,MO
19081986,41164.2,37,7,3,M,4,90176,CA
23163554,45107.7,51,7,0,F,1,90148,CA
23171935,24475.8,57,3,1,M,2,53277,WI
28624575,2637.6,47,7,2,M,2,10171,NY
13631670,39703.0,39,9,1,F,1,07160,NJ
31349345,56453.5,52,2,1,F,2,90095,CA
28632996,2082.4,34,4,3,F,2,43272,OH
14998214,3672.9,22,7,2,F,1,94239,CA
28631568,7686.6,66,6,1,M,2,10276,NY
23167855,0.0,22,3,0,M,1,60654,IL
21802880,21533.2,73,6,1,F,2,92149,CA
17713930,12482.6,75,12,2,M,2,96846,HI
27255520,54538.0,68,5,0,M,2,37228,TN
27253440,32638.0,50,2,1,F,2,77036,TX
23167039,0.0,22,3,0,F,1,60606,IL
14996113,25294.5,23,2,2,F,1,10153,NY
20438475,41238.0,54,11,2,F,1,90794,CA
17721392,25792.0,46,3,4,F,4,43630,OH
28624449,2436.0,19,4,1,M,1,60606,IL
20447895,46483.5,50,7,2,F,1,10262,NY
17723043,71154.2,46,3,2,M,2,90135,CA
31348954,0.0,17,2,0,F,1,19136,PA
19082308,36909.6,42,2,3,M,2,46261,IN
25891338,3759.9,44,11,0,M,1,40218,KY
25904144,4537.8,80,7,0,M,2,53244,WI
21814256,40934.4,50,3,3,F,2,10160,NY
20445855,9739.5,79,6,2,F,2,14667,NY
28632870,3861.9,39,9,3,F,2,33237,FL
19083694,0.0,15,7,1,M,1,32228,FL
24535926,36331.2,43,1,2,F,1,32232,FL
21802224,0.0,14,9,1,F,1,92705,CA
23167464,2242.2,85,1,0,M,2,10088,NY
24538536,0.0,18,1,2,F,1,90174,CA
21807648,85956.0,41,4,1,M,1,90015,CA
16357740,1341.9,44,4,3,M,2,07171,NJ
14990195,12551.0,84,4,2,M,2,53206,WI
27265140,63820.0,44,6,0,M,1,10118,NY
23162364,28578.9,45,1,5,F,3,77058,TX
27253720,38038.0,70,2,0,F,4,19138,PA
25894169,9805.5,44,6,0,M,1,77036,TX
28613046,9213.1,42,2,1,F,2,94145,CA
14992967,0.0,19,4,2,F,1,19136,PA
24525360,105078.6,51,2,6,F,4,90061,CA
24534414,56482.2,43,1,4,F,2,46261,IN
19078878,30444.4,31,1,4,F,4,90054,CA
16357044,714.0,21,6,3,F,1,74186,OK
16361040,4697.5,35,5,3,F,1,48206,MI
28612983,0.0,14,6,1,F,1,90061,CA
20446890,88123.5,55,2,4,F,2,23541,VA
24526908,65854.8,53,1,2,F,1,85008,AZ
13628520,33706.0,57,7,2,M,2,07117,NJ
23172190,4123.7,24,2,0,F,1,60606,IL
17719611,19358.3,39,6,6,M,2,73179,OK
20442015,18727.5,29,5,4,M,4,30359,GA
27260160,70234.0,57,9,1,F,2,80243,CO
28615734,0.0,14,6,1,F,1,78473,TX
14989007,26370.3,47,7,2,F,1,96839,HI
16354716,0.0,18,10,3,M,1,97248,OR
13624970,0.0,15,7,1,M,1,77058,TX
29983910,25548.6,44,10,2,F,2,93702,CA
16354308,9364.3,46,6,7,M,2,90105,CA
21809232,0.0,15,6,1,F,1,10171,NY
19083442,62029.8,34,4,4,M,2,90145,CA
29980280,5973.0,66,6,0,M,2,19160,PA
25900914,7985.9,37,4,0,F,1,93728,CA
23165050,12640.8,26,1,1,M,2,10153,NY
13634390,4184.0,28,7,2,F,2,78468,TX
29978036,15417.6,45,5,1,F,4,92705,CA
27263380,26226.0,19,6,0,F,1,60607,IL
31353186,232707.1,50,0,0,F,2,90128,CA
21807232,19845.8,53,6,1,F,2,98186,WA
20447355,108291.0,37,4,2,M,1,75310,TX
16361892,0.0,17,9,3,M,1,96802,HI
21812656,90623.0,40,3,3,M,4,76160,TX
27269660,18542.0,28,8,0,M,2,20271,DC
28622685,2411.8,71,1,1,F,2,46288,IN
14994551,20812.0,53,3,2,F,1,63166,MO
29994756,30384.2,55,5,0,F,3,68108,NB
29996428,7345.8,25,10,0,F,1,94239,CA
28619850,1881.8,87,7,1,M,4,89149,NV
28621257,9547.4,58,8,1,F,2,46249,IN
24537996,9820.8,65,3,2,M,4,94127,CA
17716751,8096.4,80,7,2,F,2,10248,NY
25902624,1387.4,24,6,0,F,1,67225,KS
29978278,19747.2,33,12,1,F,2,10153,NY
20445660,23842.5,51,8,3,F,2,20126,DC
24529104,57717.0,50,8,3,M,2,10104,NY
13630920,6809.0,61,1,1,F,1,85205,AZ
17720053,54438.8,33,10,2,F,1,40263,KY
21812816,103976.6,40,3,1,F,1,85707,AZ
31339846,72440.8,25,4,1,F,3,90120,CA
13629410,18377.0,37,7,3,F,2,77089,TX
20449635,25077.0,28,4,3,F,2,10260,NY
19076666,45012.8,33,3,1,F,2,77210,TX
28632408,5720.2,58,8,1,M,1,90195,CA
21813712,49506.6,38,11,4,M,2,94180,CA
27262600,32476.0,33,5,2,M,4,40213,KY
13632060,42031.0,33,3,1,F,1,93728,CA
19086046,27020.0,58,8,2,M,2,93769,CA
24532038,0.0,17,7,2,F,1,97248,OR
24531426,14558.4,86,4,2,M,1,53264,WI
21807920,117507.0,59,12,3,M,2,19136,PA
31339110,47292.6,50,0,2,F,2,87194,NM
13625860,24476.0,47,7,1,F,1,23570,VA
21810448,0.0,15,10,1,F,1,94150,CA
23173669,51257.7,37,3,0,M,1,75310,TX
29982964,0.0,20,10,0,M,1,90105,CA
20447940,53253.0,47,4,2,F,1,90175,CA
13632670,84184.0,38,8,1,M,1,75286,TX
29993282,68318.8,60,10,2,M,2,55113,MN
16351404,2894.0,53,3,3,F,2,85206,AZ
27251260,29422.0,73,5,0,M,2,60647,IL
14989447,12993.2,34,4,4,M,4,73154,OK
16357236,9304.5,36,6,6,M,2,90145,CA
29989652,57503.6,70,10,0,F,2,64115,MO
14991119,54508.3,55,5,3,F,2,15279,PA
23171629,5862.5,34,9,0,F,2,19150,PA
31340536,114684.9,55,5,0,M,2,75270,TX
24527142,57873.6,34,2,2,F,2,77210,TX
19088776,14341.6,53,3,1,F,1,55481,MN
16349772,4379.6,39,9,5,F,2,10209,NY
25898805,2355.2,65,2,0,F,2,10084,NY
21802208,18220.8,40,3,2,F,4,92705,CA
31349161,51605.1,64,4,0,M,2,78277,TX
17713176,10406.5,29,6,4,F,3,92513,CA
17717193,0.0,9,8,2,F,1,90105,CA
28626633,5806.3,59,9,2,M,2,92817,CA
16358784,2018.9,68,8,3,F,2,10079,NY
21811056,67891.2,36,9,1,M,2,37215,TN
20442390,0.0,20,2,2,F,1,94174,CA
13627650,2769.0,19,4,1,F,1,94103,CA
23163469,13690.2,45,1,4,M,4,94654,CA
21803184,61037.6,19,7,1,M,1,77076,TX
20448405,22438.5,26,2,2,M,1,14669,NY
17724226,31678.4,59,6,2,F,1,10007,NY
23162449,0.0,19,7,0,M,1,77058,TX
17713540,38171.9,32,9,5,F,4,94293,CA
21809056,8424.0,64,4,1,M,1,92708,CA
13627200,18806.0,20,5,1,M,1,60665,IL
20442735,33001.5,49,6,2,F,1,37209,TN
25904429,2991.4,55,2,2,F,2,10160,NY
17713111,39536.9,33,6,2,M,2,10126,NY
20446140,70624.5,48,5,3,F,2,10171,NY
14989931,8554.7,20,5,2,F,1,90191,CA
19074986,52052.0,66,6,1,M,2,10007,NY
28613823,3089.3,74,4,1,M,2,60647,IL
24527952,55216.8,48,4,7,M,4,90750,CA
23165322,0.0,20,8,0,F,1,90750,CA
23164710,11263.4,71,7,0,F,1,90009,CA
24529950,21729.6,71,9,2,F,2,37228,TN
29994866,82200.8,57,7,1,F,4,43688,OH
23164098,49135.6,58,4,2,M,2,77083,TX
13629400,0.0,18,3,1,F,1,10047,NY
24540390,23556.6,24,1,2,M,2,64199,MO
16357596,2692.8,69,9,3,F,1,74168,OK
20449890,113835.0,45,2,2,M,3,90173,CA
21812112,82966.0,44,7,1,M,1,10118,NY
27263080,5850.0,29,10,2,F,4,94272,CA
24528888,66169.8,57,5,3,M,2,10079,NY
16360776,2900.3,53,3,3,F,3,68108,NB
23167991,30800.5,53,9,0,M,1,15273,PA
31346217,0.0,15,7,0,F,1,97254,OR
28613718,0.0,16,8,1,M,1,94654,CA
13626380,7008.0,41,1,2,F,4,92705,CA
28622160,12104.8,60,10,2,M,2,28223,NC
13626910,26150.0,47,6,2,M,2,89194,NV
25906158,1734.5,71,8,0,M,2,80274,CO
23174332,25206.4,47,3,0,F,1,90175,CA
25891129,4968.5,51,7,1,M,2,89194,NV
20447400,27822.0,43,10,2,F,1,90024,CA
24527214,27997.2,75,3,2,M,2,77099,TX
23172904,9439.4,43,9,3,F,2,90048,CA
21815168,70821.4,57,10,1,M,1,90195,CA
29975286,61727.6,37,7,2,F,4,10070,NY
16355268,9926.1,57,7,4,M,4,10047,NY
23171272,29335.1,59,5,1,M,2,90095,CA
23171068,13716.5,29,4,0,M,2,75328,TX
28624911,0.0,16,1,1,M,1,78738,TX
20440710,21687.0,54,11,2,F,2,46256,IN
23178837,16406.7,74,10,0,F,2,55177,MN
29992292,18530.6,43,9,0,F,2,45219,OH
28633353,6314.3,70,6,1,M,2,77292,TX
31346194,22650.4,42,2,2,F,2,97254,OR
24535818,95225.4,42,0,2,F,3,77044,TX
27250800,99462.0,62,4,0,F,2,60639,IL
19078528,66735.2,55,4,1,F,1,90172,CA
20449335,28950.0,62,9,3,M,2,93769,CA
31350863,96314.8,37,7,0,F,1,40263,KY
25895062,2365.3,37,3,2,M,2,60634,IL
13631230,56384.0,36,3,3,M,4,60648,IL
28630497,3998.6,39,9,4,M,2,94180,CA
20451720,40858.5,62,9,2,M,1,90195,CA
25899527,2436.4,71,8,0,F,1,74168,OK
28613571,4847.8,28,7,1,F,1,28243,NC
19082238,0.0,17,2,1,M,1,90095,CA
20451495,9864.0,50,7,2,M,1,87193,NM
23163724,0.0,22,3,0,M,1,87194,NM
19084562,65618.0,60,10,1,M,2,90128,CA
13625070,0.0,18,3,1,F,1,94164,CA
21813696,31870.8,39,12,4,F,2,94180,CA
29995878,66583.0,39,9,0,F,1,94608,CA
16357752,1760.0,47,7,3,F,2,07171,NJ
27265520,32844.0,32,4,3,M,2,64105,MO
14990085,18684.6,42,2,2,F,1,07149,NJ
28612101,4379.6,37,7,3,F,2,10209,NY
24526638,48484.8,66,4,2,F,1,44114,OH
23177426,22529.7,40,6,3,M,2,92173,CA
28617729,3656.5,34,3,3,F,3,37204,TN
19084520,0.0,16,8,1,M,1,60637,IL
29990004,222589.4,55,5,0,F,2,90128,CA
17724031,5521.1,51,8,3,F,2,48202,MI
28630392,1212.1,19,4,1,M,1,77086,TX
25897893,2829.3,48,5,4,M,2,73179,OK
16354284,1698.5,87,7,3,M,1,53264,WI
31349391,0.0,16,1,0,M,1,90095,CA
16353264,2615.8,34,4,5,M,2,60601,IL
28619094,0.0,17,2,1,M,1,60654,IL
13631960,35502.0,43,3,1,F,1,90175,CA
20449575,35596.5,27,3,2,M,2,85028,AZ
25889001,3306.2,23,5,0,M,1,19152,PA
19082112,49163.8,58,8,2,F,2,80243,CO
13633550,13087.0,23,2,1,M,2,64199,MO
27256300,0.0,17,4,0,M,1,60654,IL
25893466,0.0,21,3,0,M,1,60654,IL
17712344,9207.9,73,10,2,F,2,90159,CA
21799744,26137.8,42,5,1,F,1,80275,CO
28633122,1917.1,67,7,1,M,2,80274,CO
27262580,20860.0,26,7,0,F,1,10029,NY
27260500,0.0,14,8,0,F,1,46261,IN
17715932,33764.9,53,10,3,M,2,94103,CA
23176219,1905.6,31,3,0,F,1,60640,IL
28613361,4696.0,64,4,1,M,2,60639,IL
21814384,4136.6,25,7,1,M,1,90168,CA
13634200,22369.0,33,3,1,F,1,48206,MI
13632120,9050.0,66,6,1,F,2,44127,OH
19075910,38488.8,50,10,1,F,1,90794,CA
31338926,146123.6,46,6,0,F,1,90148,CA
24535728,21729.6,69,7,2,M,2,10084,NY
27268940,34104.0,41,3,0,F,1,10021,NY
23163758,19001.7,36,2,2,F,2,10161,NY
28614726,7683.1,52,2,1,F,1,85008,AZ
23172139,16131.9,58,3,2,F,2,60606,IL
17722822,38396.8,39,6,2,F,2,92508,CA
27265880,59072.0,43,5,0,F,2,92508,CA
21812832,131830.4,55,8,2,M,2,90029,CA
31355095,57138.9,61,1,0,M,2,14252,NY
17714359,8262.8,14,6,2,F,1,14686,NY
19084758,26723.2,53,3,3,F,2,94225,CA
17718376,9922.9,49,6,2,F,2,98186,WA
16356072,916.9,64,4,3,F,2,78277,TX
21814544,24385.4,69,12,1,F,2,10276,NY
16355052,4197.3,48,8,5,F,3,67276,KS
27263880,48550.0,55,7,1,F,3,64136,MO
16353216,0.0,19,4,3,M,1,60606,IL
24535602,54900.0,59,7,4,F,2,78738,TX
20451750,7288.5,34,10,3,F,4,90083,CA
17723615,17013.1,18,4,2,M,2,64199,MO
25898007,10461.6,35,2,0,M,1,21254,MD
29986814,18165.4,34,13,0,F,2,19150,PA
14988281,6718.8,21,6,2,M,1,87194,NM
16350360,8242.5,60,10,3,F,1,10259,NY
28631484,0.0,18,3,1,M,1,43688,OH
16355784,0.0,18,10,3,F,1,60636,IL
25896905,8587.0,64,11,2,M,2,19136,PA
16361616,7753.8,56,5,4,F,3,40561,KY
16355172,8337.8,56,6,4,F,2,90003,CA
20438820,9531.0,71,8,2,M,2,98137,WA
23177681,0.0,21,2,0,F,1,10160,NY
17718597,97657.3,54,11,2,F,4,60663,IL
25901921,1393.6,33,9,1,M,2,90166,CA
19082756,13633.2,57,7,2,F,2,53277,WI
27253600,16564.0,73,5,0,F,2,92149,CA
20443020,22315.5,38,5,5,F,2,60621,IL
20446425,18594.0,65,2,2,F,2,10084,NY
25893029,1503.7,86,3,0,F,2,10088,NY
16351500,6334.6,40,10,6,M,2,33157,FL
24536700,0.0,16,6,2,F,1,94150,CA
24530256,5684.4,82,0,2,M,2,10088,NY
24532866,83629.8,54,2,3,M,2,77095,TX
27267220,52016.0,34,6,2,F,4,97297,OR
27258900,27802.0,76,8,0,F,2,10167,NY
23162976,4698.8,44,10,0,F,1,40205,KY
23171153,67865.4,58,4,1,M,2,80243,CO
17723121,23628.8,64,11,2,F,4,85049,AZ
28628544,0.0,17,2,1,F,1,07303,NJ
24535638,0.0,17,0,2,M,1,78738,TX
25895841,8980.7,59,6,1,M,4,10047,NY
19084996,11683.0,20,5,1,F,1,92155,CA
20446545,66460.5,38,5,5,M,2,90145,CA
28622895,9491.0,60,10,3,M,2,19136,PA
16351824,4356.4,49,4,5,M,2,78473,TX
17718532,7512.7,75,12,2,F,2,53268,WI
19080754,61231.8,67,7,1,M,2,90005,CA
25889172,1207.3,71,8,0,M,2,98137,WA
17722406,64520.3,50,7,3,F,2,07303,NJ
14995882,54594.1,56,6,3,F,2,07303,NJ
16356024,8567.0,69,9,3,F,2,10146,NY
31342077,53994.8,19,4,0,M,1,77076,TX
27263180,22058.0,46,6,0,M,1,87129,NM
27259020,48180.0,67,9,0,M,2,40564,KY
28632702,1994.0,26,5,3,F,3,21227,MD
19082588,0.0,15,7,1,M,1,10148,NY
20439630,10363.5,59,4,4,F,3,14686,NY
28631274,2671.6,50,10,1,F,1,90045,CA
27250740,0.0,13,7,0,F,1,10181,NY
20448480,14421.0,70,7,2,F,2,10079,NY
24528906,0.0,18,1,2,F,1,10079,NY
25900895,0.0,22,4,0,F,1,60622,IL
21809600,32757.4,37,6,1,M,1,02158,MA
13627010,38917.0,52,2,1,F,2,90091,CA
14987621,2768.7,85,5,2,M,1,10170,NY
14991108,4393.4,89,9,2,M,2,10248,NY
24538122,13861.8,27,4,3,M,2,40214,KY
23176899,0.0,20,1,0,M,1,85734,AZ
17720690,21109.4,29,6,4,M,4,40213,KY
27267500,22008.0,72,4,0,F,2,53244,WI
20442360,104148.0,63,10,4,F,2,94174,CA
16358508,6875.2,62,12,3,F,1,48208,MI
23165458,0.0,21,2,0,M,1,77036,TX
17718038,8422.7,61,8,2,F,2,45246,OH
20443950,0.0,22,4,2,M,1,78707,TX
27264440,10912.0,63,5,0,M,4,94127,CA
24528168,13014.0,64,2,2,M,2,55402,MN
25905949,5702.8,35,2,2,M,2,33237,FL
25889248,12354.6,48,5,0,F,2,45455,OH
24532776,33096.6,20,3,2,M,1,90003,CA
23177528,38799.4,53,9,0,M,1,76129,TX
16352592,7719.8,58,8,4,M,2,10079,NY
24528942,42917.4,61,9,3,F,2,60665,IL
16351368,3788.4,30,9,5,F,2,10165,NY
28632492,4394.5,71,1,1,M,4,10187,NY
19086130,6147.4,67,7,1,F,4,85046,AZ
31340214,193476.0,57,7,0,M,2,85206,AZ
28622601,3418.0,41,1,4,F,4,60636,IL
27262520,117498.0,50,2,2,F,2,23541,VA
20447250,0.0,19,8,2,F,1,94150,CA
29991654,70202.0,49,9,0,M,1,10118,NY
20439195,10507.5,82,9,2,F,3,76164,TX
25898748,1293.7,65,2,0,F,1,85205,AZ
16359768,2388.8,29,8,4,M,2,77159,TX
27267740,8494.0,55,7,1,F,2,48202,MI
28615524,707.9,20,5,1,F,1,14686,NY
28616931,2728.7,27,6,2,F,4,90009,CA
19086536,20713.0,37,7,2,F,4,90016,CA
13627370,43710.0,32,2,3,F,3,10051,NY
16356504,0.0,17,9,3,M,1,10148,NY
21807472,13057.2,84,7,1,M,2,77168,TX
19086984,17161.2,40,10,4,F,2,94180,CA
21808736,24198.2,41,4,1,F,1,92802,CA
25905455,1124.4,34,10,1,M,2,94260,CA
21812080,45653.4,51,4,1,F,2,90186,CA
29990510,0.0,22,7,0,F,1,60622,IL
13627410,7534.0,62,2,1,F,2,19160,PA
23174893,5467.7,30,5,1,M,2,40214,KY
23165900,4398.4,80,6,0,F,4,92517,CA
14991548,16364.7,35,5,5,F,2,60621,IL
23173465,4536.9,46,2,0,M,2,07171,NJ
27262680,39290.0,39,8,2,M,2,92821,CA
14994892,102366.0,52,2,2,M,2,53269,WI
17718194,0.0,12,4,2,M,1,77095,TX
27263740,93424.0,47,9,3,F,3,90047,CA
24534198,162446.4,57,5,2,M,4,10145,NY
20438865,40404.0,69,6,2,F,1,44114,OH
20452140,14874.0,38,5,4,F,2,43272,OH
24526530,50567.4,71,9,2,M,2,60666,IL
24529140,23378.4,39,7,5,F,4,98112,WA
25889343,2300.1,24,6,0,M,1,77083,TX
14992362,18881.5,40,8,4,M,2,77089,TX
13628060,39382.0,25,4,2,M,3,60605,IL
29996054,190836.8,62,12,0,M,2,23463,VA
14993748,63373.2,60,10,4,M,2,60606,IL
23167549,12717.5,37,3,3,F,2,98165,WA
13626020,31496.0,26,5,2,F,3,90120,CA
17721067,14337.7,42,7,2,M,1,87129,NM
16357356,6334.2,41,4,6,M,2,90048,CA
16357152,2535.1,70,10,3,M,2,10084,NY
31339432,29635.5,61,1,0,F,2,60666,IL
19075070,10829.0,54,4,2,F,2,94164,CA
31351300,28977.7,37,3,0,M,1,02158,MA
25895499,3797.5,50,7,2,F,3,67276,KS
19083512,38939.6,25,4,3,F,2,78734,TX
28626570,0.0,18,3,1,F,1,60607,IL
23171442,35098.8,49,5,4,M,2,32235,FL
25892725,2293.7,74,11,0,F,2,37228,TN
21811952,51183.6,64,7,1,F,2,43653,OH
23178599,12106.9,46,2,0,F,1,10021,NY
16352460,5803.4,43,3,5,F,4,63137,MO
19077842,37640.4,35,5,1,F,2,95101,CA
19082532,51247.0,41,1,2,F,4,73130,OK
17721717,42560.7,55,12,2,F,1,48208,MI
20444550,45414.0,50,3,2,F,1,90087,CA
20452380,213411.0,59,6,2,M,3,75346,TX
13632950,4391.0,67,7,1,F,4,85046,AZ
19087670,37216.2,24,3,3,F,2,90013,CA
13633480,36259.0,46,6,3,F,2,02149,MA
17714905,44304.0,45,5,2,F,1,77287,TX
24531174,49145.4,61,9,3,F,3,02171,MA
25904999,376.6,33,9,0,M,1,94606,CA
21804976,20828.6,82,5,1,F,2,19117,PA
19076372,69211.8,48,8,3,F,2,28224,NC
19083876,27503.0,40,7,3,M,2,92821,CA
17712396,52327.6,36,3,7,F,3,77058,TX
19088566,0.0,18,3,1,F,1,40561,KY
23172479,2414.0,23,4,0,F,1,74186,OK
16358412,1688.0,83,3,3,F,2,90046,CA
19076820,22209.6,67,7,1,F,1,90009,CA
29985362,68288.0,65,5,0,F,2,98162,WA
24526278,10994.4,21,4,2,M,1,87194,NM
25898349,297.4,87,4,0,F,2,79931,TX
27256880,0.0,17,4,0,M,1,02171,MA
21810928,121862.0,59,12,1,M,2,90128,CA
24536106,69724.8,50,7,7,M,4,32228,FL
17721223,47934.9,55,12,2,F,2,53269,WI
19079550,14327.6,19,4,1,F,1,94174,CA
20438550,30843.0,55,2,4,F,2,87194,NM
19086116,41350.4,44,4,1,F,2,92508,CA
13630050,6144.0,23,2,1,F,2,75328,TX
20441160,5427.0,94,11,2,F,2,53206,WI
27259040,15266.0,53,5,0,F,2,98186,WA
19082812,8897.0,78,8,1,M,2,14667,NY
27264260,76020.0,60,2,0,M,2,44127,OH
25893922,4077.4,58,4,0,F,2,85068,AZ
31342606,101650.8,30,0,1,F,2,10259,NY
16361508,2508.2,43,3,4,M,2,97203,OR
27261160,12710.0,77,9,0,M,2,14667,NY
29985604,0.0,20,12,0,F,1,60636,IL
23162279,4689.6,76,2,0,M,2,90159,CA
16360284,3998.6,41,11,6,M,2,94180,CA
20446950,24357.0,38,5,4,M,4,40213,KY
24529986,39142.8,32,0,5,F,4,90054,CA
20440485,35214.0,24,6,2,M,1,77076,TX
24540426,34273.8,40,8,5,M,2,94180,CA
23175369,22656.1,49,5,0,M,1,10118,NY
23166376,22766.2,53,9,1,M,2,10104,NY
28630476,2574.2,40,10,4,F,2,94180,CA
31358407,21571.7,69,9,0,F,2,10276,NY
28613550,0.0,16,1,1,M,1,10138,NY
31342215,63560.5,40,0,2,F,4,63137,MO
13629230,0.0,16,8,1,M,1,67276,KS
14988699,2121.9,81,10,2,F,2,96846,HI
16352328,6266.0,39,9,5,F,2,30305,GA
31345090,25145.9,18,3,0,F,1,15279,PA
23178038,18367.0,59,5,1,F,4,45275,OH
28613508,9356.3,60,10,3,F,4,10138,NY
13628250,10234.0,19,4,1,F,1,94174,CA
13632940,29536.0,44,4,1,F,2,92508,CA
31347597,108714.1,54,4,1,M,4,10047,NY
24540912,98364.6,50,8,2,M,1,76129,TX
28619115,0.0,18,3,1,M,1,60654,IL
14987555,8508.5,55,5,3,F,2,94164,CA
23165985,19620.8,45,1,2,F,4,63137,MO
20438115,33543.0,68,5,2,M,2,60639,IL
23164557,2345.1,66,2,0,F,3,85216,AZ
23164353,1369.6,84,9,0,F,2,96846,HI
28626108,6835.7,48,8,6,M,2,94150,CA
27260460,62758.0,41,3,2,F,2,46261,IN
24532794,35681.4,57,5,3,M,2,97237,OR
24538014,43862.4,35,3,5,F,2,07139,NJ
23178463,2970.6,32,7,1,F,2,78468,TX
17714281,31164.9,41,8,2,F,1,96839,HI
21814752,110583.2,39,12,3,M,2,80268,CO
21804352,32385.6,31,4,3,M,2,60601,IL
19078766,39039.0,35,4,1,F,1,94149,CA
28617603,2508.7,61,1,1,F,4,38132,TN
14994771,13816.0,33,3,4,F,2,80986,CO
24525900,0.0,17,0,2,M,1,10138,NY
31359074,6081.2,23,2,1,M,2,78468,TX
31356912,30185.2,66,6,0,F,2,85047,AZ
27252260,14010.0,77,9,0,F,3,76164,TX
20439600,5589.0,76,3,2,F,2,85724,AZ
16355136,4345.1,47,7,3,M,1,10056,NY
27260620,105084.0,35,7,3,M,4,92811,CA
17714931,9660.3,33,10,3,F,2,97203,OR
17712851,22908.6,40,4,2,M,2,94145,CA
19086676,0.0,18,3,1,F,1,55113,MN
21806960,0.0,15,3,1,M,1,97237,OR
29979884,97231.2,35,5,1,F,2,10259,NY
28616112,3427.0,51,1,2,F,2,77036,TX
17720742,25538.5,35,9,4,M,2,92821,CA
29984900,26257.0,65,5,0,F,2,40564,KY
13628570,8088.0,85,5,1,M,1,53264,WI
13627020,19789.0,40,10,1,M,1,40218,KY
28627347,2293.0,74,4,1,M,2,60624,IL
31350771,0.0,15,3,0,F,1,10171,NY
21807488,44486.0,68,11,1,F,1,75204,TX
14988996,11275.0,71,11,2,M,1,20175,DC
21812096,235539.2,50,3,1,M,2,90186,CA
19087978,116712.4,47,7,1,F,1,10236,NY
29988772,129247.8,55,5,2,F,2,23541,VA
20441880,4737.0,85,2,2,M,2,10088,NY
21812544,95196.4,38,8,2,M,4,33133,FL
27267060,79664.0,58,8,0,M,1,60634,IL
14988138,0.0,17,9,2,M,1,94654,CA
13629260,6479.0,66,6,1,F,2,45246,OH
19079942,37107.0,51,1,2,F,2,07117,NJ
14998170,20229.0,40,10,4,F,2,33237,FL
16360392,13069.1,33,3,6,F,2,10236,NY
23168076,2835.7,92,8,0,M,2,10248,NY
19081328,10686.2,54,4,1,F,2,98186,WA
29992644,111548.8,60,10,1,M,2,90029,CA
23166240,13352.3,24,5,0,M,1,60665,IL
20447220,48826.5,52,9,7,M,2,94150,CA
19079900,12545.4,87,7,1,M,4,89149,NV
24542532,6010.2,22,5,2,F,1,94239,CA
25903612,6889.2,50,7,2,F,2,02149,MA
13629380,0.0,17,2,1,M,1,77095,TX
14997026,68457.4,32,2,5,F,2,10236,NY
16355088,1008.8,77,7,3,M,2,21214,MD
21812336,19414.2,41,4,1,F,1,76183,TX
21808176,234644.8,55,8,1,M,4,10145,NY
27265180,14670.0,28,9,1,M,2,90166,CA
24532416,52315.2,37,5,5,M,2,10086,NY
27256860,54606.0,59,11,1,F,3,02171,MA
29980896,0.0,21,6,0,M,1,60606,IL
17718675,47229.0,42,9,3,M,2,68180,NB
28617246,2969.6,19,4,1,M,1,63152,MO
